customer_id,total_orders,avg_order_value,avg_delivery_time,avg_rating,discount_rate,recency_days,order_frequency,value_per_minute,rating_discount_interaction,cluster_id,churn,churn_probability,risk_level,avg_sentiment,neg_review_ratio,channel,lat,lng,region
10916,13,45.35384615384616,51.53846153846154,3.353846153846154,0.2307692307692307,1,6.5,0.8632503660322108,0.7739644970414202,2,0,0.53540444,Low,3.333333333333333,0.3333333333333333,Chat,67.28319157325448,15.6808461927651,Europe
10523,8,37.94125,48.625,2.9,0.5,1,4.0,0.7645591939546599,1.45,2,0,0.5773189,Low,3.333333333333333,0.3333333333333333,Chat,15.34835920225303,95.73124109325576,India
11095,8,33.655,45.0,3.25,0.25,1,4.0,0.7316304347826087,0.8125,2,0,0.6110216,Medium,3.0,0.0,Chat,35.3822936415086,46.39143181859995,Middle East
11106,5,41.08,56.0,3.02,0.2,1,2.5,0.7207017543859648,0.6040000000000001,2,0,0.5350065,Low,3.0,0.0,Social,38.75795564128491,-5.824881422169117,Europe
10048,12,31.705,41.75,3.708333333333333,0.25,1,6.0,0.7416374269005848,0.9270833333333334,2,0,0.6058415,Medium,1.0,1.0,Email,32.36016187832652,-100.6601313765176,USA
10620,8,36.28875,41.125,3.4125,0.625,1,4.0,0.8614540059347181,2.1328125,2,0,0.53404623,Low,5.0,0.0,Email,40.12827910891956,20.69803500316937,Europe
10874,5,44.73,54.6,3.12,0.4,1,2.5,0.8044964028776979,1.248,2,0,0.5879537,Low,5.0,0.0,Email,69.91582099662477,23.81464177107947,Europe
11258,8,42.27875,50.375,3.45,0.125,1,4.0,0.8229440389294403,0.43125,2,0,0.56524694,Low,3.0,0.0,Chat,46.50826797480598,-112.110371210564,USA
10674,8,42.3175,39.5,3.6375,0.25,1,4.0,1.044876543209877,0.909375,2,0,0.59518635,Low,5.0,0.0,Social,32.25291008947683,123.6114915771112,Asia
10332,8,40.565,35.125,3.6375,0.625,1,4.0,1.122906574394464,2.2734375,2,0,0.5312244,Low,3.0,0.0,Email,44.51740349418267,87.39479051565311,Asia
11077,8,42.69625,37.5,3.625,0.25,1,4.0,1.108993506493506,0.90625,2,0,0.6038586,Medium,5.0,0.0,Email,18.4399651319537,83.90691460364923,India
10380,14,39.25428571428571,50.71428571428572,3.521428571428572,0.4285714285714285,1,7.0,0.7590607734806628,1.509183673469388,2,0,0.54937595,Low,3.0,0.5,Social,25.54610855839377,69.7186634457232,India
10930,6,39.935,36.33333333333334,3.933333333333333,0.1666666666666666,1,3.0,1.0696875,0.6555555555555554,2,0,0.5295863,Low,5.0,0.0,Email,23.65290044572808,96.2952922767545,Asia
10681,9,46.93333333333334,39.0,3.488888888888889,0.4444444444444444,1,4.5,1.173333333333333,1.550617283950617,2,0,0.5312244,Low,3.5,0.25,Chat,20.39123802319805,45.73013129076835,Middle East
10692,7,52.68571428571429,46.57142857142857,3.214285714285714,0.2857142857142857,1,3.5,1.107507507507508,0.9183673469387756,2,0,0.6040518,Medium,2.666666666666667,0.3333333333333333,Email,69.37723634600377,1.55257811038698,Europe
10924,11,37.20545454545454,37.27272727272727,2.754545454545454,0.3636363636363636,1,5.5,0.9721140142517816,1.001652892561983,2,0,0.5773189,Low,3.0,0.0,Social,13.29952394723284,53.65172643163514,Middle East
11041,6,34.00333333333333,56.83333333333334,3.95,0.3333333333333333,1,3.0,0.5879538904899134,1.316666666666666,2,0,0.59514487,Low,3.0,0.0,Chat,63.564866655435,11.06094419473158,Europe
10282,11,43.69545454545455,46.54545454545455,3.863636363636364,0.4545454545454545,1,5.5,0.9190248565965584,1.756198347107438,2,0,0.55269605,Low,5.0,0.0,Chat,33.24771454276133,134.0892077369434,Asia
11029,5,27.36,51.8,3.62,0.2,1,2.5,0.5181818181818183,0.7240000000000001,2,0,0.5295863,Low,3.0,0.0,Email,23.28323493853093,81.28298553412982,India
11232,10,38.078,38.8,3.79,0.6,1,5.0,0.9567336683417084,2.274,2,0,0.60111976,Medium,5.0,0.0,Email,36.91859131490794,74.00657862986596,India
11465,8,32.95,51.875,3.7375,0.375,1,4.0,0.6231678486997636,1.4015625,2,0,0.53540444,Low,1.0,1.0,Social,17.47875499565168,43.499717159536,Middle East
10903,5,47.722,55.2,3.22,0.6,1,2.5,0.8491459074733095,1.932,2,0,0.5312244,Low,3.0,0.0,Social,15.94042627141702,84.60167356020834,India
10556,11,43.88727272727272,41.18181818181818,3.436363636363636,0.2727272727272727,1,5.5,1.040431034482758,0.937190082644628,2,0,0.6098144,Medium,2.666666666666667,0.6666666666666666,Chat,49.01676123050702,115.9363381355142,Asia
10550,8,40.87375,51.875,3.5875,0.25,1,4.0,0.7730260047281324,0.896875,2,0,0.5773189,Low,4.0,0.0,Social,17.81634946882827,56.38081264295112,Middle East
10729,10,37.84,53.1,3.97,0.5,1,5.0,0.699445471349353,1.985,2,0,0.5312244,Low,4.0,0.0,Social,68.28620683204454,13.3968118561384,Europe
10174,8,26.61125,44.5,3.5375,0.125,1,4.0,0.5848626373626373,0.4421875,2,0,0.5312244,Low,3.0,0.0,Chat,27.16967419752583,96.87225000625742,India
11016,15,38.43933333333334,41.2,3.553333333333333,0.4666666666666667,1,7.5,0.9108846761453396,1.658222222222222,2,0,0.53404623,Low,4.0,0.25,Email,44.35486606817989,-114.9777013113487,USA
10223,8,58.70625,62.625,3.175,0.125,1,4.0,0.9226915520628683,0.396875,2,0,0.5688219,Low,5.0,0.0,Chat,13.67871603352679,75.58185098910063,India
10706,3,33.82,48.33333333333334,2.533333333333333,0.3333333333333333,1,1.5,0.6855405405405405,0.8444444444444443,2,0,0.5338128,Low,5.0,0.0,Chat,44.13837878764386,33.52720811725351,Europe
10248,6,50.66166666666667,49.83333333333334,3.233333333333333,0.1666666666666666,1,3.0,0.996622950819672,0.5388888888888888,2,0,0.59253836,Low,4.0,0.0,Social,21.68199379154456,53.26617543970737,Middle East
10233,5,28.128,33.4,2.9,0.2,1,2.5,0.8176744186046511,0.58,2,0,0.59253836,Low,2.0,1.0,Chat,61.70929494474816,21.40485221711921,Europe
10114,7,54.53285714285715,38.0,3.471428571428572,0.1428571428571428,1,3.5,1.398278388278388,0.4959183673469388,2,0,0.5312244,Low,3.5,0.5,Chat,38.75324008128325,-114.205022023439,USA
10035,7,38.48857142857143,38.0,3.642857142857143,0.2857142857142857,1,3.5,0.986886446886447,1.040816326530612,2,0,0.6098144,Medium,4.333333333333333,0.0,Chat,49.37135390240912,81.56681951199585,Asia
10799,10,40.082,50.1,3.32,0.4,1,5.0,0.7843835616438356,1.328,2,0,0.5900291,Low,4.0,0.3333333333333333,Email,31.11583667704971,84.90484821753031,India
10526,5,45.998,46.2,3.18,0.4,1,2.5,0.9745338983050847,1.272,2,0,0.5773189,Low,5.0,0.0,Chat,20.97689865761403,49.63780827824645,Middle East
10937,7,35.89714285714286,39.0,3.457142857142857,0.5714285714285714,1,3.5,0.8974285714285715,1.975510204081632,2,0,0.5295863,Low,3.0,0.0,Email,44.0436716031155,141.4065487955683,Asia
11290,5,41.568,46.8,4.12,0.6,2,1.666666666666667,0.8696234309623431,2.472,2,0,0.5344812,Low,3.0,0.5,Email,47.59258594955392,-6.434456691814435,Europe
10275,7,38.69,40.14285714285715,3.628571428571429,0.1428571428571428,2,2.333333333333333,0.9403819444444445,0.5183673469387755,2,0,0.6110216,Medium,3.0,0.0,Chat,31.39930277807048,59.82695481526929,Middle East
11032,6,45.09333333333333,45.66666666666666,4.0,0.0,2,2.0,0.9662857142857144,0.0,2,0,0.5312244,Low,1.0,1.0,Email,9.777624670164826,128.5400259462955,Asia
11035,15,39.188,47.6,3.433333333333333,0.4,2,5.0,0.8063374485596707,1.373333333333333,2,0,0.54140997,Low,3.833333333333333,0.1666666666666666,Chat,32.09993161334346,54.30592500102306,Middle East
11171,6,32.85666666666666,35.16666666666666,3.583333333333333,0.1666666666666666,2,2.0,0.908479262672811,0.5972222222222222,2,0,0.5312244,Low,2.666666666666667,0.6666666666666666,Email,45.70979118884242,-68.12208604256652,USA
11120,8,35.985,40.375,3.35,0.25,2,2.666666666666667,0.8697280966767371,0.8375,2,0,0.59514487,Low,1.0,1.0,Email,30.9838957587607,-124.796738835086,USA
10356,8,39.17625,40.0,3.4125,0.25,2,2.666666666666667,0.9555182926829268,0.853125,2,0,0.5312244,Low,2.0,1.0,Chat,11.07616675113777,76.77482913852938,India
11276,13,43.0723076923077,50.38461538461539,3.523076923076923,0.1538461538461538,2,4.333333333333333,0.8382335329341317,0.5420118343195267,2,0,0.59253836,Low,3.4,0.0,Chat,34.34350946213375,68.83159893377467,India
10927,5,55.032,47.4,3.34,0.6,2,1.666666666666667,1.13702479338843,2.004,0,0,0.5312244,Low,3.0,0.0,Email,41.83346817139389,-102.5273346889252,USA
10307,9,55.91222222222222,44.66666666666666,3.411111111111111,0.2222222222222222,2,3.0,1.224355231143552,0.7580246913580246,2,0,0.599704,Low,2.0,0.5,Chat,27.00826771629904,45.54531019684053,Middle East
11050,5,38.392,45.4,3.68,0.4,2,1.666666666666667,0.8274137931034483,1.472,2,0,0.5620467,Low,2.0,1.0,Social,44.79343889817104,-103.015418783182,USA
10089,11,44.26,45.45454545454545,3.363636363636364,0.3636363636363636,2,3.666666666666667,0.9527592954990216,1.223140495867769,2,0,0.5900291,Low,2.8,0.6,Chat,21.76808172826181,89.7462952558437,India
10970,6,58.46333333333334,36.33333333333334,3.8,0.3333333333333333,2,2.0,1.565982142857143,1.266666666666667,2,0,0.5295863,Low,4.0,0.25,Chat,39.77444238345147,-122.6508416910296,USA
11151,12,45.26500000000001,44.16666666666666,3.15,0.4166666666666667,2,4.0,1.002177121771218,1.3125,2,0,0.5312244,Low,5.0,0.0,Email,33.60171782473858,-115.9957639289558,USA
11363,8,50.88875,51.75,3.2875,0.25,2,2.666666666666667,0.9647156398104264,0.821875,2,0,0.6079502,Medium,3.0,0.5,Social,34.65075184503814,53.61451893082621,Middle East
10984,9,45.46888888888888,45.55555555555556,3.666666666666667,0.3333333333333333,2,3.0,0.9766587112171836,1.222222222222222,2,0,0.6110216,Medium,4.5,0.0,Email,2.069595685965474,127.638488785637,Asia
10109,4,44.675,39.75,3.525,0.75,2,1.333333333333333,1.096319018404908,2.64375,0,0,0.5312244,Low,3.0,0.0,Social,11.71382642276309,70.06439063868882,India
11019,9,40.65222222222222,33.66666666666666,3.088888888888889,0.1111111111111111,2,3.0,1.172660256410256,0.3432098765432099,2,0,0.5312244,Low,4.0,0.0,Chat,38.36885957196512,35.71574618110682,Middle East
10449,12,41.12916666666667,46.16666666666666,3.45,0.3333333333333333,2,4.0,0.8719964664310955,1.15,2,0,0.6038586,Medium,1.0,1.0,Email,43.45598920012647,-77.25199189319868,USA
10942,11,39.78363636363636,44.09090909090909,3.290909090909091,0.2727272727272727,2,3.666666666666667,0.8822983870967741,0.8975206611570248,2,0,0.59514487,Low,5.0,0.0,Email,47.76602623103508,-120.7615640683859,USA
10962,8,36.7725,48.375,3.275,0.125,2,2.666666666666667,0.7447594936708861,0.409375,2,0,0.5312244,Low,5.0,0.0,Chat,-0.8357686136693765,140.5298082044562,Asia
10527,13,48.16923076923077,50.76923076923077,3.384615384615385,0.1538461538461538,2,4.333333333333333,0.9304606240713224,0.5207100591715976,2,0,0.53540444,Low,3.0,0.0,Social,13.21385464309974,93.41740211193252,India
10829,6,41.45500000000001,41.16666666666666,3.85,0.6666666666666666,2,2.0,0.9831225296442688,2.566666666666666,2,0,0.6079502,Medium,3.0,0.0,Email,16.69728043170625,93.16483643820888,India
10816,8,41.735,41.0,3.3625,0.5,2,2.666666666666667,0.993690476190476,1.68125,2,0,0.5723637,Low,5.0,0.0,Chat,69.58670669836951,7.950808210831781,Europe
10012,9,51.98666666666666,49.44444444444444,3.333333333333333,0.3333333333333333,3,2.25,1.03057268722467,1.111111111111111,2,0,0.59514487,Low,1.0,1.0,Email,11.82598509493698,80.7173716901975,India
