customer_id,total_orders,avg_order_value,avg_delivery_time,avg_rating,discount_rate,recency_days,order_frequency,value_per_minute,rating_discount_interaction,cluster_id
10000,13,38.32076923076923,33.53846153846154,3.553846153846154,0.2307692307692307,10,1.181818181818182,1.109510022271715,0.8201183431952663,0
10001,6,33.38,59.16666666666666,3.9,0.5,41,0.1428571428571428,0.5547922437673131,1.95,1
10002,6,43.171666666666674,41.16666666666666,3.2000000000000006,0.3333333333333333,148,0.0402684563758389,1.0238339920948618,1.0666666666666669,1
10003,5,28.32,45.8,2.96,0.6,33,0.1470588235294117,0.6051282051282052,1.776,0
10004,5,53.736,37.0,4.26,0.4,140,0.0354609929078014,1.4141052631578948,1.704,1
10005,6,40.64333333333334,48.16666666666666,2.85,0.5,36,0.1621621621621621,0.8266440677966103,1.425,0
10006,8,36.215,37.125,3.4000000000000004,0.375,58,0.135593220338983,0.9499016393442622,1.275,1
10007,6,48.781666666666666,47.0,3.5666666666666664,0.6666666666666666,13,0.4285714285714285,1.0162847222222222,2.3777777777777773,0
10008,6,41.795,37.5,3.4166666666666665,0.1666666666666666,34,0.1714285714285714,1.0855844155844157,0.5694444444444444,1
10009,8,42.45125,43.375,3.5875,0.375,31,0.25,0.9566478873239436,1.3453125,0
10010,8,40.4975,44.0,3.1625,0.125,62,0.1269841269841269,0.8999444444444445,0.3953125,1
10011,13,47.84769230769231,39.92307692307692,3.1538461538461537,0.3076923076923077,18,0.6842105263157895,1.1692105263157897,0.970414201183432,0
10012,9,51.986666666666665,49.44444444444444,3.333333333333333,0.3333333333333333,3,2.25,1.0305726872246697,1.1111111111111112,2
10013,8,46.05625,45.25,3.4375,0.125,29,0.2666666666666666,0.9958108108108108,0.4296875,0
10014,5,25.724,43.6,3.2,0.4,152,0.0326797385620915,0.5767713004484305,1.2800000000000002,1
10015,8,30.01375,48.125,3.625,0.25,27,0.2857142857142857,0.6109669211195928,0.90625,1
10016,10,34.628,45.3,3.75,0.3,63,0.15625,0.7479049676025918,1.125,1
10017,5,58.762,39.2,3.64,0.6,14,0.3333333333333333,1.4617412935323382,2.184,0
10018,17,41.10941176470588,44.41176470588236,3.1,0.1764705882352941,9,1.7,0.9052590673575128,0.5470588235294118,2
10019,4,31.3675,36.75,3.175,0.25,208,0.0191387559808612,0.8309271523178808,0.79375,1
10020,12,50.46,43.583333333333336,3.4416666666666664,0.3333333333333333,45,0.2608695652173913,1.1318130841121494,1.147222222222222,0
10021,9,46.64666666666667,54.22222222222222,3.433333333333333,0.5555555555555556,10,0.8181818181818182,0.844708249496982,1.9074074074074077,0
10022,9,47.333333333333336,49.55555555555556,3.388888888888889,0.2222222222222222,72,0.1232876712328767,0.9362637362637364,0.7530864197530863,1
10023,4,31.9375,53.25,4.4,0.0,29,0.1333333333333333,0.5887096774193549,0.0,1
10024,11,44.03909090909091,43.09090909090909,3.945454545454545,0.4545454545454545,40,0.2682926829268293,0.9988247422680412,1.793388429752066,0
10025,8,41.67625,44.125,3.7375,0.25,12,0.6153846153846154,0.923573407202216,0.934375,0
10026,6,46.01666666666667,44.333333333333336,2.95,0.5,29,0.2,1.0150735294117648,1.475,0
10027,6,46.73499999999999,33.0,3.8666666666666663,0.6666666666666666,34,0.1714285714285714,1.3745588235294115,2.577777777777777,0
10028,14,48.9,37.5,3.871428571428571,0.4285714285714285,23,0.5833333333333334,1.27012987012987,1.6591836734693877,0
10029,4,32.835,34.25,3.45,0.5,101,0.0392156862745098,0.9314893617021276,1.725,1
10030,7,33.98571428571429,42.0,3.542857142857143,0.2857142857142857,23,0.2916666666666667,0.7903654485049835,1.0122448979591836,1
10031,7,38.13285714285714,47.285714285714285,3.3714285714285714,0.2857142857142857,6,1.0,0.7897337278106509,0.963265306122449,0
10032,4,54.9825,48.0,3.625,0.0,72,0.0547945205479452,1.122091836734694,0.0,1
10033,4,29.5075,59.25,3.3,0.25,20,0.1904761904761904,0.4897510373443983,0.825,1
10034,6,25.37833333333333,40.833333333333336,3.8333333333333335,0.3333333333333333,5,1.0,0.6066533864541832,1.2777777777777777,1
10035,7,38.48857142857143,38.0,3.642857142857143,0.2857142857142857,1,3.5,0.986886446886447,1.040816326530612,2
10036,5,53.77,29.0,3.8,0.4,23,0.2083333333333333,1.7923333333333331,1.52,0
10037,6,49.90166666666666,36.16666666666666,3.716666666666667,0.5,154,0.0387096774193548,1.342645739910314,1.8583333333333332,1
10038,10,43.284,49.3,3.45,0.4,9,1.0,0.8605168986083499,1.38,0
10039,7,39.51714285714286,44.285714285714285,3.8285714285714287,0.5714285714285714,30,0.2258064516129032,0.8726182965299685,2.1877551020408164,0
10040,11,41.50090909090909,45.81818181818182,3.6454545454545455,0.5454545454545454,56,0.1929824561403508,0.8864271844660193,1.988429752066116,0
10041,8,38.27125,52.125,3.25,0.25,156,0.0509554140127388,0.7204,0.8125,1
10042,10,47.656,47.4,3.16,0.4,48,0.2040816326530612,0.9846280991735538,1.2640000000000002,0
10043,4,32.945,37.5,3.7,0.25,169,0.0235294117647058,0.8557142857142858,0.925,1
10044,7,47.86714285714286,49.85714285714285,4.014285714285714,0.4285714285714285,34,0.2,0.9412078651685394,1.720408163265306,0
10045,4,31.43,45.0,4.225,0.0,98,0.0404040404040404,0.6832608695652174,0.0,1
10046,10,42.553,41.2,3.94,0.6,41,0.238095238095238,1.0083649289099526,2.364,0
10047,4,11.45,35.5,4.3,0.25,70,0.056338028169014,0.3136986301369863,1.075,1
10048,12,31.705,41.75,3.7083333333333335,0.25,1,6.0,0.7416374269005848,0.9270833333333334,2
10049,6,48.501666666666665,57.66666666666666,3.35,0.5,94,0.0631578947368421,0.8267329545454546,1.675,0
10050,5,53.042,36.4,3.9,0.0,59,0.0833333333333333,1.418235294117647,0.0,1
10051,5,45.93,39.8,3.86,0.4,117,0.0423728813559322,1.125735294117647,1.5440000000000005,1
10052,8,36.12875,44.625,3.225,0.5,5,1.3333333333333333,0.7918630136986301,1.6125,0
10053,8,43.71125,47.125,3.525,0.5,44,0.1777777777777777,0.9082857142857144,1.7625,0
10054,10,33.258,46.1,3.03,0.3,42,0.2325581395348837,0.7061146496815286,0.909,1
10055,9,39.90555555555555,46.333333333333336,3.8333333333333335,0.4444444444444444,42,0.2093023255813953,0.8430751173708919,1.7037037037037035,1
10056,9,39.958888888888886,44.22222222222222,3.511111111111111,0.4444444444444444,8,1.0,0.8836117936117935,1.5604938271604938,0
10057,8,50.30875,40.375,3.6125,0.5,22,0.3478260869565217,1.2159214501510576,1.80625,0
10058,6,47.835,40.833333333333336,3.883333333333333,0.1666666666666666,62,0.0952380952380952,1.1434661354581672,0.6472222222222221,1
10059,6,54.873333333333335,32.333333333333336,2.9,0.5,11,0.5,1.6462,1.45,0
10060,11,31.065454545454543,44.45454545454545,3.6454545454545455,0.5454545454545454,46,0.2340425531914893,0.6834399999999999,1.988429752066116,1
10061,8,27.59,39.625,2.875,0.375,11,0.6666666666666666,0.6791384615384616,1.078125,0
10062,6,44.09,45.16666666666666,3.15,0.6666666666666666,76,0.0779220779220779,0.9550180505415162,2.1,0
10063,7,54.45428571428572,44.142857142857146,3.7571428571428567,0.4285714285714285,37,0.1842105263157894,1.2062658227848102,1.6102040816326528,0
10064,6,30.451666666666668,32.333333333333336,3.2,0.3333333333333333,30,0.1935483870967742,0.91355,1.0666666666666664,1
10065,6,34.845000000000006,50.833333333333336,3.716666666666667,0.0,20,0.2857142857142857,0.672250803858521,0.0,1
10066,7,55.98857142857143,45.85714285714285,2.957142857142857,0.5714285714285714,42,0.1627906976744186,1.1948780487804878,1.6897959183673468,0
10067,7,34.21714285714285,42.142857142857146,3.8428571428571434,0.5714285714285714,8,0.7777777777777778,0.7931125827814568,2.1959183673469385,0
10068,10,36.824,45.7,3.43,0.2,14,0.6666666666666666,0.7885224839400428,0.6859999999999999,1
10069,5,38.614,41.2,2.96,0.4,8,0.5555555555555556,0.9150236966824644,1.184,0
10070,5,46.176,44.0,4.16,0.4,78,0.0632911392405063,1.0261333333333331,1.664,1
10071,8,29.94125,37.5,3.7875,0.25,36,0.2162162162162162,0.7776948051948052,0.946875,1
10072,11,37.90090909090909,47.63636363636363,3.3545454545454545,0.4545454545454545,29,0.3666666666666666,0.7792710280373831,1.524793388429752,0
10073,10,62.53,50.1,3.55,0.2,18,0.5263157894736842,1.2236790606653618,0.71,0
10074,9,55.17111111111111,42.77777777777778,3.7,0.1111111111111111,27,0.3214285714285714,1.260253807106599,0.411111111111111,0
10075,10,43.509,51.7,3.7,0.3,50,0.196078431372549,0.8255977229601518,1.11,1
10076,3,69.70333333333333,58.66666666666666,2.766666666666667,0.0,7,0.375,1.1682122905027934,0.0,0
10077,6,30.645,55.0,3.766666666666666,0.3333333333333333,60,0.0983606557377049,0.5472321428571428,1.255555555555555,1
10078,9,46.09111111111111,54.44444444444444,3.411111111111111,0.3333333333333333,16,0.5294117647058824,0.8313026052104209,1.1370370370370368,0
10079,4,38.47,37.0,2.65,0.5,34,0.1142857142857142,1.0123684210526316,1.325,0
10080,3,48.28333333333333,40.333333333333336,4.166666666666667,0.6666666666666666,99,0.03,1.1681451612903224,2.7777777777777777,0
10081,8,58.74625,47.0,3.65,0.375,4,1.6,1.223880208333333,1.36875,0
10082,10,33.518,39.0,4.08,0.2,57,0.1724137931034483,0.83795,0.8160000000000001,1
10083,7,39.69571428571429,46.42857142857143,3.2857142857142856,0.2857142857142857,6,1.0,0.8369578313253012,0.9387755102040816,0
10084,8,38.75625,48.625,3.525,0.5,17,0.4444444444444444,0.7809823677581864,1.7625,0
10085,7,41.94285714285714,46.85714285714285,3.257142857142857,0.1428571428571428,35,0.1944444444444444,0.8764179104477613,0.4653061224489795,1
10086,11,47.1109090909091,50.90909090909091,3.3181818181818183,0.2727272727272727,119,0.0916666666666666,0.907565674255692,0.9049586776859504,1
10087,9,39.58111111111111,39.55555555555556,3.5,0.2222222222222222,13,0.6428571428571429,0.975972602739726,0.7777777777777777,0
